applicants_id,age,gender,race,english_proficiency,highest_level_of_education,major_dept_college,college_gpa,essay_started_on,essay_completed_on,essay_time_taken,image_1,image_2,verify_started_on,verify_completed_on,verify_time_taken,deductive_reasoning_ability_general_population
41612052,27,Female,White,Native Fluent,Completed Secondary School,I did not attend college,I did not attend college,10/6/2015,10/6/2015,1351,A woman speaking with another woman. She is holding a clipboard and is looking nervous while listening to the other woman. The other woman is playing with her hair and holding out a piece of paper with her other hand. She has an orange watch on. The other woman with the clipboard had a blue and white watch on. There are two men standing behind the women and they are speaking to each other. They look as if they are at a meeting of some sort with a television in the room behind them. The woman in the black dress is standing against the door holding it open. They are all dressed in business clothing. ,"There is a person holding a picture of a painting that looks as if it's just splattered on there. The person holding the picture is also holding a cup that has blue paint in it and holding a paintbrush. This person is holding the picture up comparing it to a painting on the wall of the exact same thing. There are three other people that are working on this painting while this person is watching them. There are many colors in this painting including yellow, blue, pink and different shades of purple. It is being painted on a brick wall that looks as if it is a deep purple. It could be a painting on a school wall or a dorm since the people that are painting look younger. The one woman that is standing and painting is wearing blue gloves, a hat backwards on top of her long blonde hair, a white shirt and black shorts. It looks as if all of the people painting are in white shirts and black shorts. ",10/6/2015,10/6/2015,1073,40.594791
41481190,40,Female,White,Native Fluent,Some College (2 years or less),Arts,My school doesn't use this scale,9/26/2015,9/27/2015,116253,"The picture shows, what looks to be, an office space where four employees are conversing in two groups. The first group, in the foreground, consists of two women, one wearing a black dress, the other a purple dress. The woman in black appears to be explaining to or trying to convince the woman in purple of something. The woman is purple looks like she is either not interested in what the other woman is saying or she's thinking about it but, either way, her body language says she is defensive (holding her clipboard across her body). The other group consists of two men both wearing button down shirts with belted khaki colored dress pants. The one man is talking and the other is listening to him but neither one is fully engaged with the conversation because they are both crossing their arms (defensive), and they are not facing each other (disinterest).","There is a wall, typically seen in a school (cinder block), that is having a mural painted on it. Two young adult females are painting while an older adult female is looking on. The mural wall has been prepped by being completely painted in dark purple, then the mural itself painted upon that foundation. The mural looks like a rather vibrant (although not true to life) color portrayal of a spiral galaxy, using various shades of purple, blue, red, and a smattering of yellow and white. The two painters are dressed in white t-shirts with navy blue shorts. The older adult is holding a picture of what the mural will look like when it is complete, and a red Solo cup which has had blue paint in it. Additionally, there is a drop cloth on the floor to protect it from drips of paint. The project could be a Senior project in High School, A.P. Art students working on a piece to decorate the Science wing of a school, or a club wishing to beautify the students' surroundings . The older adult, observing the painting, could be an Art teacher, an advisor, a teacher running a club, or even a parent overseeing the work.",9/27/2015,9/27/2015,2951,1.607071
41703584,46,Male,White,Native Fluent,Completed technical/associate degree/certificate/diploma,Physical Science (including Math),3.3 to 3.7,10/14/2015,10/14/2015,1953,Four people are seen talking in an office environment business setting. The scene is viewed through an open door frame with two women in the foreground talking in a formal business manner. Two men in the background are also talking and their body language suggests they are comfortable with their discussion. A video monitor is seen on the back wall displaying un unkown graphic. All four of the workers appear to be in their early to mid twenties; they are dressed in business casual attire in a style that indicates the image was taken in recent times.,A woman appears to be holding a tablet and looking in the direction of three artists painting a block wall with an artistic mural. The tablet depicts a mural that is nearly identical to the one being painted on the wall. The mural is abstract and stylistic with colorful swirls provoking thoughts of water or a galaxy. The three artists painting are dressed similiarly in lightly colored t-shirts and dark shorts. The woman viewing or supervising the scene is holding a cup that appears to have paint around the edges.,10/14/2015,10/14/2015,1255,65.147558
41611537,31,Female,White,Native Fluent,Completed technical/associate degree/certificate/diploma,Social Science,I did not attend college,10/6/2015,10/6/2015,2418,"In the middle of the picture is a woman in a purple dress. She is holding a clipboard. She is looking at a woman in a black dress, who has her back turned to the camera. The woman in black has her right hand in her hair, perhaps scratching her neck. She is gesturing with her left hand. It appears that she is speaking to the woman in purple, who is listening. Behind the two women are two men who are looking at each other and appear to be having a conversation. The man on the right is wearing a blue shirt and the man on the right is wearing a white or light pink shirt. Both shirts seem to be long-sleeved button-up shirts. They are wearing khakis. We are looking through a doorway into what may be an office. There is a television or a computer monitor on the far wall, showing colorful lines, perhaps a screen saver.","The camera seems to be right behind a person with long dark hair. We see the back of his or her head on the right. He or she appears to be wearing a black shirt and is holding a red plastic cup in his or her left hand. The red cup has blue paint inside, with blue and yellow paint dried on the outside around the rim. Behind the plastic cup but in the same hand, he or she is holding a postcard or a small picture. The postcard has white edges and in the center on a black background, a painting of a colorful swirl, perhaps an artistic rendering of a spiral galaxy. It is in blues, purples, yellow, and pink, with a white or whitish-gray center. We see the tip of a paintbrush with blue paint on it, which might be held in the person's right hand. Behind the person holding the cup and postcard, we see two people painting the same picture that is in the postcard, on a wall. It is a brick wall, painted dark blue. The people painting are both wearing white shirts and black shorts. The person on the right is standing up. I think it is a woman. She has blond hair and is wearing a white or khaki baseball cap on backwards. She is painting the center of the galaxy with her right hand. She either has a blue glove on that hand or her hand is covered in blue paint. She is wearing mostly white athletic shoes. The other person is kneeling or squatting and their head is obscured behind the postcard in the first person's hand.",10/6/2015,10/6/2015,1593,77.570177
41645546,51,Female,White,Native Fluent,Master's Degree,Social Science,3.7 to 4.0,10/8/2015,10/8/2015,3716,There seems to be some kind of corporate meeting taking place or about to be taking place.  The door is open to a boardroom that has a flat screen TV on the wall and it is turned on.  At the edge of the door is a young woman in a black dress.  She is touching her hair.  She has an orange neon bracelet on her wrist.  She is holding a folded piece of paper.  She is talking to a young African American woman in a burgundy dress who is holding a clipboard and wearing a blue watch.  This woman is also wearing a neon orange bracelet.  Just inside the room are two men talking to each other who are both wearing khaki pants.  The one in front of the woman in the black dress is wearing a light pink oxford long sleeve shirt.  The one in front of the other woman is wearing a light blue long sleeve oxford shirt.  The atmosphere is one of business casual attire and an office of some sort.,"Ayoung woman dressed very casually appears to be painting a large mural on a cement block wall in a large space.  She is dressed very casually in a pale yellow t shirt and dark shorts.  She has her blond hair in a pony tail and is wearing a backwards baseball cap.  There ae two more people hunched down on the ground doing something also.  They appear to be wearing light colored t shirts as well.  Behind them is a woman with shorter brown hair wearing a black shirt holding a small picture of the mural that is being painted.  The painting is almost an exact match to the picture the woman is holding.  The painting itself is multicolored rings somewhat like the solar system or a hurricane.  The rings are yellow, purple, pink, blue and other shades blue and purple.  The wall is painted black.",10/8/2015,10/8/2015,1558,41.801626
41475726,34,Female,White,Native Fluent,Bachelor's Degree,Biological Science,3.7 to 4.0,9/25/2015,9/25/2015,2383,"A young african-american woman in a professional setting speaking with a caucasion female coworker or client. She is holding a clip board and listenting to what the woman standing accross from her is saying. Both of their appearence is neat and they are both dressed in business casual attire. The woman holding the clipboard could be part of hospital staff, it appears the woman she's speaking to may have a hospital band on her wrist and could possibly be pregnant. Behind them, there are two professionally dressed men that appear to be in the same age group. They are also standing up and speaking to eachother in front of computer screens or two televisions. The women speaking, are standing in the doorway to a room where the men are standing. They do not appear to be having a humerous conversation, as the women have a serious look on their face. The mens conversation seems to more lighthearted perhaps. Neither conversation shows much indication of emotion.","Three individuals, at least one young blonde female, are painting a mural of a hurricane on the interior wall of a building in a large room. They are all dressed causually in t-shirts, shorts, and hats. They are wearing latex gloves and painting with large paint brushes while standing or kneeling on a white paint drop cloth. A woman holding a picture that is obviously the sample for the wall mural is standing behind them with a cup of blue paint. She has short dark hair and appears to be slightly older than the painters themselves, she might be managing that project. The wall the mural is being painted on, was painted a dark ocean blue beforehand. The other colors, around the white eye of the storm consist of light purple, yellow, light blue, light teal, light pink, and a darker purple. The mural appears to be more than halfway done and is almost identical to the sample picture.",9/25/2015,9/25/2015,1499,22.863444
41753397,49,Female,Black or African American,Native Fluent,Some College (2 years or less),Business,3.7 to 4.0,10/17/2015,10/17/2015,11076,"The picture is a picture you would like to look at. It is a high quality picture and you would think it is lovely to look at. It would be a nice picture to hang in your bedroom to look at often when you are relaxing. It would be a great picture to hang on your living room wall so your guest could see also. I know you will enjoy this picture while paying attention to all the details and the color scheme. You would enjoy this picture in any room in your home to enjoy everyday you see it. The picture will help you bring back memories from years back, so it may cause you to sit a look it for long periods of time. You may want to take it to work with you and display it on your desk for your collegues to see also. It may bring back some memories for them as well. I believe it would be a good topic for discussion among you and your co-workers at the office. I believe you will receive some great feedback on what your co-workers think about the picture about its details and color scheme. You may get some feedback from your boss as well.","This picture is a lovely picture that you would love it have a copy of for your bedroom especially. It has a beautiful color scheme with all of your favorite colors. The picture will bring you tranquility when you are home relaxing or just meditating. Your children would enjoy looking at the many, beautiful colors that the artist has put together. I know they will like that it looks like a cyclone with different swirls of color. It would be great  to hang a copy of it in your bathroom to be something very soothing and relaxing to look at while bathing. It would be a great topic of discussion at the dinner table for your family or your guest. It is a great piece of abtract art which your co-workers and boss would love. You wold have a great time discussing this great piece of art and discussing who the artist might be. This is a picture that you and your family would enjoy looking at everyday and your co-workers would be discussing for a very long time. This picture will bring up positive and pleasant memories each and every day and your children will love for their friends to see it because of all the fun, beautiful colors that the artist used.",10/17/2015,10/17/2015,2793,10.629195
41739993,50,Female,White,Non-Native Fluent,Doctorate,Arts,3.7 to 4.0,10/15/2015,10/15/2015,7092,"This is a landscape format photograph that was likely taken after or before a meeting in an office. The photographer is located outside the room and we can see on the lateral edges the frame of the door with the door open on the left hand side. There are four people present; two women at the forefront and two men behind. All of them are young (between 20 and 35 years old). In the background it is possible to see a white wall with a large digital screen with an abstract picture in various blues and red/pink. The two women chat with each other. The men talk to each other and there is no interaction between the men and the women. The woman on the left wears a black dress with short sleeves and an orange bracelt on her right wrist. She seems to have a bandage around her left index. We cannot see her face; only her back faces the viewer. She has fair skin and long dark hair. The woman she talks to is on the right. She wear a purple dress and holds a clipboard in her left hand. Her wristwatch is visible in front of the clipboard and on her right wrist she wears a bracelet (white and orange). She has a dark skin and dark long hair. 
The men behind wear beige kakhi pants. Both men are taller than the two women at the forefront. The man on the left has a white shirt. We can see his back mainly but also his face profile. He has short dark hair and a fair skin. The man on the right is slightly shorter and we can see him only partially. He wears a blue shirt. He has a fair skin and light brown hair. The whole atmosphere seems somewhat serious but relax. ","This is a landscape format photograph representing the creation of an artistic mural executed by three young artists with someone with the original drawing holding a cup of blue paint in front of them. The photographer was positionned in front of the wall--almost parallel to it. The mural is painted on a wall composed of concrete blocks. The theme of the mural is a nebulae with a strong girating clockwise movement. The color of the background is dark blue and the nebulae is white at the center with a circle of light purple surrounding it framed by a large golden yellow concentric circle and the final graphic shapes that indicate the movement are in various blues and purples with a few streaks of pink. We can see one of the three artists painting; she is located on the center right of the picture. She wears a cap, a white t-shirt, balck shorts, and sneakers. She has fair skin and  blond hair. Her two co-workers are crouched and wear white t-shirts (one has also black shorts). However they are almost invisible because they are behind the original drawing of the project that is held by the fourth person present on the picture. 
This last person is close to the photographer and we can see only her left hand holding a red plastic cup with blue paint in it and the small scale original drawing of the mural thatn is enlarged on the wall. On the right of the picture we can see some long hair.The skinof the hand is fair and the hair is light brown. The picture captures an instant in the production of a large mural. It is a working atmosphere. It is not clear if the fouth person is a supervisor or not. The three artists seem young.",10/15/2015,10/16/2015,55221,39.135725
41926438,28,Female,White,Native Fluent,Completed Secondary School,I did not attend college,I did not attend college,10/31/2015,10/31/2015,2215,"Inside a doorway you see the back of a white female with shoulder length brown hair. She is dressed in all black and has an orange wristband on her right hand that she is running through her hair. On her left index finger she has a finger cast. She is talking to an african-american lady in a purple dress. The woman has serious look on her face and is holding a clipboard, suggesting they are discussing something business related. She is holding a few of her fingers with the other hand like she is either counting something or is anxious. The woman has rings on her finger and a nice watch suggesting she is a professional. Behind her is a tall white man in dress clothes talkng to another white man in dres clothes. On the back wall behind all of them is a TV. It appears there may be another tv perpendicular to the one on the wall. It looks like they may be in a large office or conference room. As close as they are all standing I would imagine there are lots of people in the room.","There is a large concrete block wall. There are three people painting it. The person on the left and the person in the middle are both squatted down painting at the bottom. The person on the right is standing and leaning in and over the other two to paint up high. They are all wearing white shirts. The person on the right is a white female. She has blonde hair coming out from under a khaki ballcap. The wall is a dark navy blue color and they are painting what looks like a galaxy out of yellow, pink, blue, purple and white. The woman on the right is working on painting a center ring a light purple. You can only see a little bit of the two people squatting because in the forefront of the picture is a person holding up a photo. It is a photo of the completion of what they 3 are painting. This person has long brown hair and it wearing a black top. They are holding up the picture in their left hand as well as a red solo cup full of pale blue paint that is being used in the mural.",10/31/2015,11/1/2015,63548,87.098519
41882933,37,Male,White,Native Fluent,Some College (3 or 4 years),Computer Science,3.7 to 4.0,10/27/2015,10/27/2015,5467,"In this picture there are four individuals talking. There are two females talking together in a doorway, a white woman is facing away from the camera and the black woman is facing towards the camera. The white woman has medium length brown hair and is wearing a black sleeveless dress and an organge wristband. She is running her hands through her hair while talking, she his holding a white piece of paper between her middle and forefingers. The other woman is balck, with medium length black hair wearing a purple sleeveless dress, a blue watch and what appears to be an orange identifying wristband with a white label.She also has a ring on her left index finger as well as her ring finger on her right hand. She is listening to the white woman speak and appears to be counting on her fingers.

Behind these two women stand two white men which are looking toward one another, but off to the side of the photo. The taller of the two men has short brown hair and is wearing a white dress shirt, khaki pants and a belt. the other man has blonde hair and has on a blue long-sleeved dress shirt, khaki pants and a belt.

In the background there is a white wall with a large TV screen facing the camera and another is facing to the right of the photo.","There are three people working on painting a mural on a cinder block wall. There is a woman with brown hair in the foreground of the picture holding a small scale of what the piece of art is to look like. She is holding a red plastic cup that has paint on both the inside and outside of the cup. The one person that is working on the mural can be clearly seen. The person is a white female with long blonde hair. she is wearing a khaki colored hat backwards, she has on a whtie t-shirt that has paint splotches on it, she is also wearing a pair of short black shorts and a pair of sneakers. Although the other two individuals are mostly hidden by the small scale picture being held by the woman with brown hair, you can see they are also wearing white t-shirts. You can see that one of these hidden indivduals is wearing black shorts, the other individual is wearing sneakers.

The mural and the small scale painting show a dark blue background with swirls of color. The swirls look kind of like the Milky Way Galaxy. There are numerous colors in the paining, the dominate colors are blue and purple, which are mostly on the outside of the swirl. There are some slivers of pink colors along the outside. The center is white with a purple ring around it that spills to the outside. In the center around the purple in the center is a wide swath of yellow that leads to the blue and purle swirls on the outside.",10/27/2015,10/27/2015,1525,50.061735
41618877,31,Female,White,Native Fluent,Bachelor's Degree,Humanities (including History),3.7 to 4.0,10/6/2015,10/7/2015,3658,"Four people are standing in and near a doorway in an office building, two women and two men.  The two men are chatting in the background and one is partially behind the door frame.  The one man has a pink shirt and tan slacks and is tall and caucasian with brown hair.  The other man is wearing a light blue shirt and dark tan slacks and looks to be caucasian with dark blonde hair.  There is a caucasian woman standing behind them listening to the conversation.  She is wearing a black dress and is combing through her hair with her fingers.  The woman in the foreground is African American and is holding a clipboard.  She is facing the opposite direction of the rest of the people and is the most in focus person in the image. She is wearing a dark pink dress and has shoulder length black hair.  She looks as though she is uncomfortable or concentrating on something either happening around or in front of her that is not apparent in the image.  She is fiddling with her fingers.  The two women have brightly colored bracelets on their wrists that look like identification braclets.  A television with a presentation shines through the middle of the group.","A group of artists work on a colorful mural being painted within trace lines on a worn cinderblock wall.  There is a woman in the foreground holding a printout of the design that is in progress by the artists as wells as a plastic Solo cup of light blue paint.  The printout shows a swirling image of colors that will match the mural once it is completed  Only her hair, hand, and shoulder is visible.  She has long brown hair with blonde highlights and a bony hand.  There are three people painting in front of her, all wearing white t-shirts and black pants or shorts.  The mural looks almost like a doppler radar image of a weather pattern, a combination of swirls and colors in pinks purples and blues on a black background.  Two people are crouched on the floor painting the bottom of the image; their faces and upper bodies are hidden by the printout guide of the mural.  A third person, male, is standing up holding a paint brush and putting detail into the center of the mural.  On either side of the mural there are two square electrical outlets that have not been painted over.",10/7/2015,10/7/2015,3799,55.375883
41721211,23,Male,White,Native Fluent,Some Secondary or Less,I did not attend college,I did not attend college,10/14/2015,10/14/2015,4305,"Basically, there's four people standing around in a room. Everyone is wearing office attire and conversing like typical co-workers. In the very back there's a high-definition television that might be tuned into the news channel. In the immediate foreground, however, there's an African American holding a clipboard conversing with what appears to be a narcissistic white coworker female fixing her hair. They both appear to be bored in this apparently forced interaction between two co-workers in this obviously staged photograph. Most peculiar about this image, perhaps, is the caucasian male in the center wearing a pink t-shirt and khaki pants. He appears to be enjoying the conversation with his slightly off-screen coworker. What's peculiar about this, however, is that they've obviously been compensated enough to fake enjoying what I'm sure is a highly forced interaction between what would otherwise be two very unlikely associates. Other things of note in this photograph is that the African American lady is wearing a watch that absolutely does not go with her outfit, a ring on each finger, and has her hair parted to her left. The white female in the foreground is wearing the dumbest orange wristband you could possibly find for an office setting such as this. The African American female appears to be counting on her fingers, possibly counting the seconds it was taking the photographer to capture this bland and boring scenario on his potato quality camera.","This photograph is of a group of caucasian females painting what appears to be a swirling space mass onto a brick wall. This photograph is already immediately more interesting than the last, as there's something actually happening as opposed to nothing at all. The painting starts off darker at the edges and gradually gets brighter towards the center. This leads me to believe that what they are painting is a mass of gases orbiting a start in space. In the foreground, there's a female holding the finished reference picture that they are all copying down. Also in her hand is a cup that appears to have paint around where she would be drinking, which I think is absolutely disgusting and completely unsanitary. It's worth mentioning that according to the reference picture, the painting on the wall is far from finished and will indeed likely take a couple more hours at least. Also worth mentioning is that the female most properly framed in the photo is wearing her hat backwards, which indicates she has no idea how hats work since the brim is meant to keep the sun out of your eyes rather than off your hair. Everyone in this photo appears to be wearing similar clothing, which is white shirts with minimal graphics and black shorts. This group also laid a tarp on the ground next to the wall they're painting in an effort to keep paint off of their immediate surroundings.",10/14/2015,10/14/2015,1205,80.98844
41483401,41,Male,White,Native Fluent,Completed technical/associate degree/certificate/diploma,Arts,3.7 to 4.0,9/26/2015,9/26/2015,4594,"There are four people in the picture, and the viewer's angle is looking through an open door. There are two men and two women, and they're standing around looking active. A black woman in a maroon dress holding a clipboard is talking to a white woman in a black dress, and both are wearing orange wristbands. The woman with the clipboar is counting something on her fingers while the other woman gives her some sort of information, but her back is to the viewer so we cannot see her face. There are two men behind the two ladies, and they appear to be having a separate conversation independent of the women. Both men are white and are wearing khaki pants, but the taller man has on a pink button up shirt and the other man has on a light blue button up shirt. In the background, there's a computer monitor with some color graphics displayed... this could be a screen saver of some type. These four people are in a white office with some raised lettering on the wall, but none of the letters are fully showing. Everyone in the photo appears to be younger... possibly around twenty-five years old. ","This photo is taken from the perspective of someone looking over the shoulder of another person. This person is holding a red cup full of blue paint and is watching three other women painting a recreation of an existing image on a blue brick wall. The image they're recreating is being held by the supervisor viewing them and is in the same hand as the red cup with the blue paint. The image appears to be a simplifed graphic version of a galaxy nebula. All three painters have on white t-shirts and blue shorts, and two of them are kneeling down. The one standing has on a white baseball cap and white sneakers with no socks. All three painters are standing on a white drop cloth, but no paint appears to have been spilled yet. The recreation has been outlined in white chalk with the women filling in the colors with paint, and it appears to be nearly complete. There appear to be some outlets on the brick wall, but those have not been painted over. The painter that's standing has a blue glove on and it's the same shade of blue panit in the cup that the supervisor is holding. ",9/26/2015,9/26/2015,1314,54.679514
41474446,30,Female,White,Native Fluent,Bachelor's Degree,Social Science,2.0 to 2.5,9/25/2015,9/25/2015,5975,"Two women in dressed in business attire are having a conversation. They appear to be at work. They are standing in a doorway having a serious conversation. One woman has her back turned and all you see is the back of her head.  She has her right arm raised, with her fingers passing thorugh her hair. She is wearing a black short sleeve dress.She has straight brunette hair that is shoulder length. The woman she is talking to is facing toward the woman in black and is wearing a fuchia color dress. She is also wearing a blue watch with a white face. She appears to be looking at the woman in the black dress, listening intently.  She is holding a clipboard in her right arm. In the background there are two men having a seperate conversation. They appear to be dressed in business attire. They are wearing button up shirts and dress pants.  In front of the men, there is a television turned on. It is on the wall.  These people are probably in a break room, or a conference room.","A woman is standing with her back turned to the camera.  She has a red solo cup in her left had that contains light blue paint.  In her left hand she is also holding a picture that appears to be a painting of a colorful galaxy of blues, purple, green and yellow against a black background.  In the woman's right hand she is holding a paint brush that contains the blue paint from the red cup.  She is facing a wall that is being painted with the same image as the picture in her hand.  Two people are in the process of painting the image on the wall. The wall is made of cinder blocks.  The two people painting are dressed in shorts and a tshirt.  They have a white drop cloth laid down in front of the wall . They are three quarters of the way complete.  They have more layers of purple to apply before they are complete.",9/25/2015,9/25/2015,11922,63.900942
41632425,32,Female,White,Native Fluent,Some College (2 years or less),Arts,3.3 to 3.7,10/7/2015,10/8/2015,76061,"This picture appears to be a room where a meeting is about to take place. There are 4 people visable from the door way all standing up. There are 2 ladies and 2 gentlemen as well. It appears to be some sort of a professional meeting but not overly formal. Eash of the people are wearing business casual clothing and seem to be caught up in speaking about something. One fo the ladies holds a clip board and is using her hands to make gestures to the other lady who is fixing or playing with her hair. the men seem to be talking to each other about something very intensely as well. it is unslear of they are all to be part of the same conversation ot what they are discussing in general but it seems to be rather important to them or at least intense. the room they are in seems to be pretty small maybe an office or soemthing but no furniture is viasble, the picture is take through the doorway with it opening towards you so it could eb the view from someone elses office into a waiting area where people are preparing for a meeting or something like that as well. ","in this picture a woman is painting a wall with various paint colors different shades of blue, lavendar, and yellow are included. someone is observing the process and looking at a picture that is very similar to the picture that the woman is painting on the wall jsut with a few different color placements, she is also holding a plastic cup of light blue paint. this picture seems to be of a galaxy or some other celestial occurance but could also be seen as a tye dye type thing to another person as there are no representations of stars. the woman is very into her work. paint seems to eb being used from a red plastic drinking glass and the scale of the painting is very large, another person is on the floor by the main ladies feet and is apparently applying blue paint by the baseboards on the wall . a drop cloth is in place to protect the flooring and to make clean up easier. ",10/8/2015,10/8/2015,1689,38.962492
41894384,34,Female,White,Native Fluent,Bachelor's Degree,Applied Health,3.3 to 3.7,10/28/2015,10/28/2015,8502,"Two professionally dressed female co-workers are having a conversation in the entry way to a meeting room. One is wearing a purlple dress and holding a clipboard. The other is in a black dress. The female co-worker in the purple dress is holding a clipboard and looks as though she is in charge of the meeting. She is listing off items on her fingers.There are two other co-coworkers inside the room and there is a monitor visable on the wall. The co-workers inside the meeting room are male, they are also having a conversation and are in professional clothing. ","This picture shows a woman dressed in shorts and a t-shirt painting a mural on a concrete wall, such as the kind found inside school buildings.  She is using a picture that another person is holding as a guide. You can not see much detail of the person holding the picture. The picture appears to be some sort of computerized weather imaging of a hurricane. The colors are cool blues and purples, with some yellow on a dark navy background. It is very visually appealing. ",10/28/2015,10/28/2015,2637,76.873281
41879335,26,Female,Black or African American,Native Fluent,Some College (2 years or less),Education,3.0 to 3.3,10/27/2015,10/27/2015,6323,"There is an African American woman wearing a purple dress. She is holding a clip board in her hands. She appear to be in a deep conversation with a Caucasian women wearing a dress black. Both women have a color band or a color watch of some sort. The African American woman have a blue band on her risk, while the Caucasian woman have an orange band on her risk. It looks like they are standing in some sort of office. In the background, there are two Caucasian men. The men are both dress business casual. The guy on the right in the background is wearing a blue button down shirt with khaki pants. The male on the right is wearing a pink button down dress shirt with khaki pants. The two males are engage in a conversation. The guys are only speaking with each other and not with the women. They are all standing in a doorway. The office appear to be mostly painted in all white with a flat screen TV on the wall.","There is a Caucasian woman with brunette hair holding a plastic red cup. The face of this woman is not shown. The red cup have a light shade of blue paint inside of it. The same woman who is holing the plastic red cup is also a photo. The photo is a picture of a purple, yellow, light blue, and pinkish orange art. The art look like it could  be a black hole. On the other side if the woman is a man that is wearing a cap backwards, with a white t-shirt and some black shorts. The Caucasian males is also wearing some tennis shoes. He is painting the same art work that is on the photo the brunette hair woman is holding. He is using the same colors that is on the photo. He is creating the art work all on a navy blue brick wall. There is also another Caucasian person who appear to be a man. He is kneeling on the ground. His face is not shown because the photo that the woman is holding is blocking his face. He appear to be assisting the other guy with the painting. ",10/27/2015,10/27/2015,11517,8.060009
41703856,27,Female,Other,Native Fluent,Some College (3 or 4 years),Social Science,3.7 to 4.0,10/13/2015,10/13/2015,3087,"This picture is of four people, all of whom are dressed professionally and seem to be having conversations in pairs. There are two men and two women and everyone appears to be younger adults, somewhere in their 20s or 30s. The woman in the front and center of the picture is dressed in a purple dress. She is holding a clipboard, and looks to be unconsciously playing with her hands while listening to the response of the other woman she is addressing. The other woman involved in the conversation is wearing a black dress and is fiddling with her hair. She has her hand out in a gesture that implies trying to convey an idea while vulnerable. I'd like to assume their conversation involves the woman in the black dress explaining something to the woman in the purple dress, perhaps some negative relation with a client or in the workplace as the woman in the purple dress looks very serious. The men in the picture are in the background behind the women who are holding their conversation in a doorway. The men are inside the room. Both men are wearing khaki slacks, one has a pink shirt  and the other has a blue shirt. The man in the pink shirt is taller and seems to have a pleasant look on his face, while the man in the blue shirt is shorter and obviously responding to the man in the pink shirt in the discussion. There is also some sort of TV or computer screen inside the room but not much else that is easy to pick out / identify around the people.","There are at three people working on a wall mural and one person standing back and examining the wall mural against a smaller photograph of what the mural should look like. The person examining the picture is in the foreground of the picture. The mural itself looks to be something like a galaxy, with a swirling pattern in different colors and a white focal point in the center. There are purples, blues, yellows, oranges and some forest greens on a dark blue or possibly black wall. All three workers are hard to identify as the picture being held up to compare to the mural is blocking two of the three artists, one seems to be a blond person with a ponytail and canvas hat. All three are wearing white shirts and black shorts - though one painter's outfit is not easily identifiable so the black shorts may be an assumption but they are definitely weating a white shirt as well. Also the person in the foreground of the picture, holding the comparison shot, has a cup of blue paint in their hand. The mural was obviously drawn out first and is being filled in by the painters as there are some spots with only an outline and no paint. The person in the foreground is wearing a black shirt so I do not believe he or she is participating in the painting but simply there to supervise.",10/13/2015,10/13/2015,1038,86.053679
41611877,25,Male,Black or African American,Native Fluent,Bachelor's Degree,Social Science,2.0 to 2.5,10/6/2015,10/8/2015,155218,"There is a group of people in an office, two men and two women. The two men are conversating in the background lighthearted, but the two women in the foreground appear to be talking about something very important. My first instinct is that the woman wearing black is a manager or supervisor of some sort and the woman in purple works for her. The woman in blacks use of hand gestures and touching the back of her hair tell me that she may be frustrated with something that the woman in purple did. The woman in purple's focused look, while also nervously fidgetting with her hands tells me that she knows she is in trouble and is just trying to be quiet and pay attention to everything the woman in black has to say so that this verbal punishment can end as soon as possible. It is also important to note that in the background a projector screen can be seen, this can indicate that the group just finished a presentation of some sort and the woman in purple is simply nervous about receiving her feedback from her boss, resulting in her fidgeting during the conversation.","There is a person, dressed in running shorts, a T-shirt, and a backwards hat, that is painting a mural on the wall. The person's right hand is gloved and the mural has already been outlined, so at this point it is just being filled in with color. I'm not 100% sure what it is supposed to be, but it looks exactly like a hurricane or big tropical storm on a doppler radar. The artist has used soft, pastel like colors, all very light. In the immediate foreground you can see a person with brown hair holding a cup full of blue paint and a photograph that appears to have been the motivation for this mural. The person is holding it up in an apparent comparison between the artist work and the photograph, and it seems to me that it matches perfectly.Hidden behind the photograph that is being held up, are two other painters, or possibly just helpers. You can't really tell what they are doing, but they both are wearing white shirts as well so I would assume they are painting the lower half of the work.",10/8/2015,10/8/2015,1351,83.248174
